,word,format,onset,duration
353,OP,,176.5,0.5
354,OTTURPTION,,177.0,0.5
355,PITH,,177.5,0.5
356,WHISS,,178.0,0.5
357,WEW,,178.5,0.5
358,WOURN,,179.0,0.5
359,NE,,179.5,0.5
360,DISLODES,,180.0,0.5
361,RO,,180.5,0.5
362,SWORRUL,,181.0,0.5
363,N,,181.5,0.5
364,[15],,182.0,0.5
365,OT,,182.5,0.5
366,WAM,,183.0,0.5
367,O,,183.5,0.5
368,MOUGH,,184.0,0.5
369,LONK,,184.5,0.5
370,RIMP,,185.0,0.5
371,SCROUGH,,185.5,0.5
372,REE,,186.0,0.5
373,RUD,,186.5,0.5
374,OSE,,187.0,0.5
375,MOT,,187.5,0.5
376,HOWED,,188.0,0.5
377,N,,188.5,0.5
378,[13],,189.0,0.5
379,MIKE,,189.5,0.5
380,SNATCHED,,190.0,0.5
381,A,,190.5,0.5
382,PISTOL,,191.0,0.5
383,FROM,,191.5,0.5
384,THE,,192.0,0.5
385,HEAP,,192.5,0.5
386,OF,,193.0,0.5
387,SCATTERED,,193.5,0.5
388,BOOTY,,194.0,0.5
389,AND,,194.5,0.5
390,FIRED,,195.0,0.5
391,S,,195.5,0.5
392,[14],,196.0,0.5
393,ROD,,196.5,0.5
394,GAVE,,197.0,0.5
395,HER,,197.5,0.5
396,A,,198.0,0.5
397,WARM,,198.5,0.5
398,PAT,,199.0,0.5
399,ON,,199.5,0.5
400,THE,,200.0,0.5
401,SHOULDER,,200.5,0.5
402,BEFORE,,201.0,0.5
403,HE,,201.5,0.5
404,REPLIED,,202.0,0.5
405,S,,202.5,0.5
406,[15],,203.0,0.5
407,HE,,203.5,0.5
408,GOT,,204.0,0.5
409,A,,204.5,0.5
410,SMALL,,205.0,0.5
411,FIRE,,205.5,0.5
412,STARTED,,206.0,0.5
413,AND,,206.5,0.5
414,PUT,,207.0,0.5
415,ON,,207.5,0.5
416,BACON,,208.0,0.5
417,AND,,208.5,0.5
418,COFFEE,,209.0,0.5
419,S,,209.5,0.5
420,[16],,210.0,0.5
421,CORMUNERS,,210.5,0.5
422,ONK,,211.0,0.5
423,COING,,211.5,0.5
424,URTS,,212.0,0.5
425,RO,,212.5,0.5
426,TEEP,,213.0,0.5
427,BROFFS,,213.5,0.5
428,INMINCONIES,,214.0,0.5
429,ET,,214.5,0.5
430,HORE,,215.0,0.5
431,NUNKOBLE,,215.5,0.5
432,TUVELS,,216.0,0.5
433,N,,216.5,0.5
434,[17],,217.0,0.5
435,TRORE,,217.5,0.5
436,ONK,,218.0,0.5
437,CLAUPANDS,,218.5,0.5
438,OY,,219.0,0.5
439,SQUONK,,219.5,0.5
440,MIPES,,220.0,0.5
441,OY,,220.5,0.5
442,SOFF,,221.0,0.5
443,POS,,221.5,0.5
444,WHISS,,222.0,0.5
445,ONK,,222.5,0.5
446,FUTEOUS,,223.0,0.5
447,N,,223.5,0.5
448,[18],,224.0,0.5
449,E,,224.5,0.5
450,WEWS,,225.0,0.5
451,RO,,225.5,0.5
452,JISIL,,226.0,0.5
453,AMSHED,,226.5,0.5
454,EN,,227.0,0.5
455,REE,,227.5,0.5
456,KINGSTON,,228.0,0.5
457,FOBBITOL,,228.5,0.5
458,O,,229.0,0.5
459,WEW,,229.5,0.5
460,TIVES,,230.0,0.5
461,N,,230.5,0.5
462,[16],,231.0,0.5
463,RAMEY,,231.5,0.5
464,SAW,,232.0,0.5
465,SUNLIGHT,,232.5,0.5
466,TOUCH,,233.0,0.5
467,THE,,233.5,0.5
468,CURLY,,234.0,0.5
469,BLONDE,,234.5,0.5
470,HAIRS,,235.0,0.5
471,ON,,235.5,0.5
472,THE,,236.0,0.5
473,BROWN,,236.5,0.5
474,SKIN,,237.0,0.5
475,S,,237.5,0.5
476,[17],,238.0,0.5
477,THE,,238.5,0.5
478,MARINE,,239.0,0.5
479,COMMENCED,,239.5,0.5
480,TO,,240.0,0.5
481,WEEP,,240.5,0.5
482,AND,,241.0,0.5
483,IT,,241.5,0.5
484,BLIGHTED,,242.0,0.5
485,THE,,242.5,0.5
486,SENSE,,243.0,0.5
487,OF,,243.5,0.5
488,ENJOYMENT,,244.0,0.5
489,S,,244.5,0.5
490,[18],,245.0,0.5
491,THEN,,245.5,0.5
492,HE,,246.0,0.5
493,ASTONISHED,,246.5,0.5
494,MATSUO,,247.0,0.5
495,BY,,247.5,0.5
496,PUSHING,,248.0,0.5
497,AND,,248.5,0.5
498,DRAGGING,,249.0,0.5
499,HIMSELF,,249.5,0.5
500,UNTIL,,250.0,0.5
501,HE,,250.5,0.5
502,SAT,,251.0,0.5
503,S,,251.5,0.5
504,[19],,252.0,0.5
505,I,,252.5,0.5
506,SAW,,253.0,0.5
507,HIM,,253.5,0.5
508,MYSELF,,254.0,0.5
509,AND,,254.5,0.5
510,IT,,255.0,0.5
511,WAS,,255.5,0.5
512,DONE,,256.0,0.5
513,AFTER,,256.5,0.5
514,CONSULTATION,,257.0,0.5
515,WITH,,257.5,0.5
516,CROMWELL,,258.0,0.5
517,S,,258.5,0.5
518,[20],,259.0,0.5
519,TO,,259.5,0.5
520,HAVE,,260.0,0.5
521,SOMEDAY,,260.5,0.5
522,THAT,,261.0,0.5
523,LOVE,,261.5,0.5
524,RETURNED,,262.0,0.5
525,WAS,,262.5,0.5
526,WHAT,,263.0,0.5
527,HE,,263.5,0.5
528,HAD,,264.0,0.5
529,LIVED,,264.5,0.5
530,FOR,,265.0,0.5
531,S,,265.5,0.5
532,[21],,266.0,0.5
533,BUT,,266.5,0.5
534,IT,,267.0,0.5
535,WAS,,267.5,0.5
536,SUCH,,268.0,0.5
537,A,,268.5,0.5
538,NICE,,269.0,0.5
539,THOUGHT,,269.5,0.5
540,THAT,,270.0,0.5
541,HE,,270.5,0.5
542,NODDED,,271.0,0.5
543,HIS,,271.5,0.5
544,HEAD,,272.0,0.5
545,S,,272.5,0.5
546,[19],,273.0,0.5
547,HU,,273.5,0.5
548,REEMED,,274.0,0.5
549,RO,,274.5,0.5
550,NE,,275.0,0.5
551,LOAKING,,275.5,0.5
552,ET,,276.0,0.5
553,O,,276.5,0.5
554,POITS,,277.0,0.5
555,OPOKE,,277.5,0.5
556,REE,,278.0,0.5
557,TOTTLE,,278.5,0.5
558,GONDOW,,279.0,0.5
559,N,,279.5,0.5
560,[20],,280.0,0.5
561,OLBUST,,280.5,0.5
562,VO,,281.0,0.5
563,ELLYRINOL,,281.5,0.5
564,WOFT,,282.0,0.5
565,HOR,,282.5,0.5
566,BOUN,,283.0,0.5
567,WONE,,283.5,0.5
568,OD,,284.0,0.5
569,REE,,284.5,0.5
570,TROPLEN,,285.0,0.5
571,OY,,285.5,0.5
572,IMUILOTION,,286.0,0.5
573,N,,286.5,0.5
574,[21],,287.0,0.5
575,EF,,287.5,0.5
576,DE,,288.0,0.5
577,LOAK,,288.5,0.5
578,ET,,289.0,0.5
579,RECURE,,289.5,0.5
580,ADE,,290.0,0.5
581,DE,,290.5,0.5
582,FIMP,,291.0,0.5
583,OT,,291.5,0.5
584,PREOTBUVOED,,292.0,0.5
585,PITH,,292.5,0.5
586,FOGE,,293.0,0.5
587,N,,293.5,0.5
588,[22],,294.0,0.5
589,HOO,,294.5,0.5
590,COURN,,295.0,0.5
591,WIP,,295.5,0.5
592,O,,296.0,0.5
593,SYLUCOLITY,,296.5,0.5
594,CORTETS,,297.0,0.5
595,ET,,297.5,0.5
596,FROT,,298.0,0.5
597,SCHOAT,,298.5,0.5
598,GOTHOUT,,299.0,0.5
599,EDY,,299.5,0.5
600,TROOMLE,,300.0,0.5
601,N,,300.5,0.5
602,[23],,301.0,0.5
603,SUBON,,301.5,0.5
604,OSE,,302.0,0.5
605,JUROE,,302.5,0.5
606,MIPPED,,303.0,0.5
607,STREPS,,303.5,0.5
608,TROR,,304.0,0.5
609,FREIR,,304.5,0.5
610,FRITHING,,305.0,0.5
611,OSE,,305.5,0.5
612,BOUSE,,306.0,0.5
613,REE,,306.5,0.5
614,ENCUFY,,307.0,0.5
615,N,,307.5,0.5
616,[24],,308.0,0.5
617,DE,,308.5,0.5
618,HUD,,309.0,0.5
619,BEMIME,,309.5,0.5
620,TOOD,,310.0,0.5
621,FRIESTS,,310.5,0.5
622,RORING,,311.0,0.5
623,HY,,311.5,0.5
624,STOK,,312.0,0.5
625,ET,,312.5,0.5
626,COOB,,313.0,0.5
627,COURRY,,313.5,0.5
628,FOBBITOL,,314.0,0.5
629,N,,314.5,0.5
630,[22],,315.0,0.5
631,EDYTHE,,315.5,0.5
632,SETTLED,,316.0,0.5
633,DOWN,,316.5,0.5
634,TO,,317.0,0.5
635,BECOME,,317.5,0.5
636,A,,318.0,0.5
637,SOCIAL,,318.5,0.5
638,MYTH,,319.0,0.5
639,AND,,319.5,0.5
640,A,,320.0,0.5
641,HORRIBLE,,320.5,0.5
642,EXAMPLE,,321.0,0.5
643,S,,321.5,0.5
644,[23],,322.0,0.5
645,ANNE,,322.5,0.5
646,WAITED,,323.0,0.5
647,UNTIL,,323.5,0.5
648,THE,,324.0,0.5
649,DOOR,,324.5,0.5
650,HAD,,325.0,0.5
651,SLAMMED,,325.5,0.5
652,AND,,326.0,0.5
653,PICKED,,326.5,0.5
654,UP,,327.0,0.5
655,THE,,327.5,0.5
656,COFFEEPOT,,328.0,0.5
657,S,,328.5,0.5
658,[24],,329.0,0.5
659,THE,,329.5,0.5
660,EFFECT,,330.0,0.5
661,ON,,330.5,0.5
662,THE,,331.0,0.5
663,INTELLECTUALS,,331.5,0.5
664,AMONG,,332.0,0.5
665,HIS,,332.5,0.5
666,AUDIENCE,,333.0,0.5
667,MAY,,333.5,0.5
668,WELL,,334.0,0.5
669,BE,,334.5,0.5
670,IMAGINED,,335.0,0.5
671,S,,335.5,0.5
