,word,format,onset,duration
152,LOTURE,,76.0,0.5
153,N,,76.5,0.5
154,[6],,77.0,0.5
155,HU,,77.5,0.5
156,GORTED,,78.0,0.5
157,RO,,78.5,0.5
158,GE,,79.0,0.5
159,BAPS,,79.5,0.5
160,RO,,80.0,0.5
161,HANHARD,,80.5,0.5
162,FOM,,81.0,0.5
163,OLUPSER,,81.5,0.5
164,YLPH,,82.0,0.5
165,OY,,82.5,0.5
166,SCAYPHIDING,,83.0,0.5
167,N,,83.5,0.5
168,[7],,84.0,0.5
169,VISITORS,,84.5,0.5
170,ARE,,85.0,0.5
171,WELCOME,,85.5,0.5
172,TO,,86.0,0.5
173,COME,,86.5,0.5
174,SEE,,87.0,0.5
175,WHAT,,87.5,0.5
176,THESE,,88.0,0.5
177,DEDICATED,,88.5,0.5
178,MOTHERS,,89.0,0.5
179,CAN,,89.5,0.5
180,DO,,90.0,0.5
181,S,,90.5,0.5
182,[8],,91.0,0.5
183,THE,,91.5,0.5
184,FIRST,,92.0,0.5
185,SATURDAY,,92.5,0.5
186,IN,,93.0,0.5
187,EACH,,93.5,0.5
188,MONTH,,94.0,0.5
189,IS,,94.5,0.5
190,SET,,95.0,0.5
191,ASIDE,,95.5,0.5
192,FOR,,96.0,0.5
193,NEW,,96.5,0.5
194,RECORDINGS,,97.0,0.5
195,S,,97.5,0.5
196,[9],,98.0,0.5
197,BODY,,98.5,0.5
198,HEAT,,99.0,0.5
199,IN,,99.5,0.5
200,THE,,100.0,0.5
201,CLOSE,,100.5,0.5
202,QUARTERS,,101.0,0.5
203,WILL,,101.5,0.5
204,HELP,,102.0,0.5
205,KEEP,,102.5,0.5
206,UP,,103.0,0.5
207,THE,,103.5,0.5
208,TEMPERATURE,,104.0,0.5
209,S,,104.5,0.5
210,[7],,105.0,0.5
211,AULER,,105.5,0.5
212,FROT,,106.0,0.5
213,QUEY,,106.5,0.5
214,HUD,,107.0,0.5
215,SUT,,107.5,0.5
216,FOM,,108.0,0.5
217,FOVE,,108.5,0.5
218,SONUTES,,109.0,0.5
219,GOTHOUT,,109.5,0.5
220,RABING,,110.0,0.5
221,O,,110.5,0.5
222,WOIL,,111.0,0.5
223,N,,111.5,0.5
224,[8],,112.0,0.5
225,MOGS,,112.5,0.5
226,OY,,113.0,0.5
227,UR,,113.5,0.5
228,WOURN,,114.0,0.5
229,NE,,114.5,0.5
230,WORTING,,115.0,0.5
231,RO,,115.5,0.5
232,ODCOT,,116.0,0.5
233,FROT,,116.5,0.5
234,FORSOCKNESS,,117.0,0.5
235,CONCE,,117.5,0.5
236,HOWN,,118.0,0.5
237,N,,118.5,0.5
238,[9],,119.0,0.5
239,VO,,119.5,0.5
240,OVE,,120.0,0.5
241,SUFFISTED,,120.5,0.5
242,FROT,,121.0,0.5
243,REE,,121.5,0.5
244,ENSIFOL,,122.0,0.5
245,EFFALLS,,122.5,0.5
246,OY,,123.0,0.5
247,REE,,123.5,0.5
248,ADE,,124.0,0.5
249,DERE,,124.5,0.5
250,OUTULEVONT,,125.0,0.5
251,N,,125.5,0.5
252,[10],,126.0,0.5
253,DURING,,126.5,0.5
254,MOMENTS,,127.0,0.5
255,OF,,127.5,0.5
256,INTENSE,,128.0,0.5
257,CRISIS,,128.5,0.5
258,THE,,129.0,0.5
259,RESPONSIBILITY,,129.5,0.5
260,OF,,130.0,0.5
261,POLITICAL,,130.5,0.5
262,LEADERS,,131.0,0.5
263,IS,,131.5,0.5
264,OVERWHELMING,,132.0,0.5
265,S,,132.5,0.5
266,[11],,133.0,0.5
267,SHE,,133.5,0.5
268,PICKED,,134.0,0.5
269,UP,,134.5,0.5
270,THE,,135.0,0.5
271,BABY,,135.5,0.5
272,AND,,136.0,0.5
273,NUZZLED,,136.5,0.5
274,HER,,137.0,0.5
275,FAT,,137.5,0.5
276,WARM,,138.0,0.5
277,LITTLE,,138.5,0.5
278,NECK,,139.0,0.5
279,S,,139.5,0.5
280,[12],,140.0,0.5
281,HE,,140.5,0.5
282,JUMPED,,141.0,0.5
283,UP,,141.5,0.5
284,AND,,142.0,0.5
285,TURNED,,142.5,0.5
286,AROUND,,143.0,0.5
287,TO,,143.5,0.5
288,SEE,,144.0,0.5
289,THE,,144.5,0.5
290,METAL,,145.0,0.5
291,DOOR,,145.5,0.5
292,CLOSING,,146.0,0.5
293,S,,146.5,0.5
294,[10],,147.0,0.5
295,REE,,147.5,0.5
296,OTMOKNORE,,148.0,0.5
297,OS,,148.5,0.5
298,FROT,,149.0,0.5
299,OY,,149.5,0.5
300,OP,,150.0,0.5
301,OMSTOCTIVE,,150.5,0.5
302,PRIVINE,,151.0,0.5
303,BEOLS,,151.5,0.5
304,CLIB,,152.0,0.5
305,ET,,152.5,0.5
306,HOTH,,153.0,0.5
307,N,,153.5,0.5
308,[11],,154.0,0.5
309,CHE,,154.5,0.5
310,HUD,,155.0,0.5
311,ONDIVED,,155.5,0.5
312,PLIN,,156.0,0.5
313,SERNING,,156.5,0.5
314,OSE,,157.0,0.5
315,COTH,,157.5,0.5
316,STROCHES,,158.0,0.5
317,RO,,158.5,0.5
318,REE,,159.0,0.5
319,ELTKISH,,159.5,0.5
320,WORPENS,,160.0,0.5
321,N,,160.5,0.5
322,[12],,161.0,0.5
323,QUEN,,161.5,0.5
324,HU,,162.0,0.5
325,GOTS,,162.5,0.5
326,REE,,163.0,0.5
327,ORSHERS,,163.5,0.5
328,RO,,164.0,0.5
329,HUS,,164.5,0.5
330,SNUSTIONS,,165.0,0.5
331,HU,,165.5,0.5
332,WIST,,166.0,0.5
333,NE,,166.5,0.5
334,DENCEOROGED,,167.0,0.5
335,N,,167.5,0.5
336,[13],,168.0,0.5
337,DE,,168.5,0.5
338,MOMP,,169.0,0.5
339,OT,,169.5,0.5
340,BAPS,,170.0,0.5
341,RO,,170.5,0.5
342,REE,,171.0,0.5
343,HONBEOR,,171.5,0.5
344,EN,,172.0,0.5
345,LELT,,172.5,0.5
346,FRON,,173.0,0.5
347,FEIR,,173.5,0.5
348,SONUTES,,174.0,0.5
349,N,,174.5,0.5
350,[14],,175.0,0.5
351,TRORE,,175.5,0.5
352,OS,,176.0,0.5
353,O,,176.5,0.5
354,FUNCIBLE,,177.0,0.5
355,TEEKING,,177.5,0.5
356,EN,,178.0,0.5
357,REE,,178.5,0.5
358,ORF,,179.0,0.5
359,OY,,179.5,0.5
360,RELORSION,,180.0,0.5
361,LOWOND,,180.5,0.5
362,MELITICS,,181.0,0.5
363,N,,181.5,0.5
364,[15],,182.0,0.5
365,FREIR,,182.5,0.5
366,RURIES,,183.0,0.5
367,INSPODE,,183.5,0.5
368,ELUSEITION,,184.0,0.5
369,OY,,184.5,0.5
370,REE,,185.0,0.5
371,INRONGOTION,,185.5,0.5
372,COTTOCTED,,186.0,0.5
373,OSE,,186.5,0.5
374,PRODENOTION,,187.0,0.5
375,OY,,187.5,0.5
376,RETORCORDOTIONS,,188.0,0.5
377,N,,188.5,0.5
378,[13],,189.0,0.5
379,THERE,,189.5,0.5
380,WAS,,190.0,0.5
381,LITTLE,,190.5,0.5
382,CHANCE,,191.0,0.5
383,ANYONE,,191.5,0.5
384,WOULD,,192.0,0.5
385,ENTER,,192.5,0.5
386,THIS,,193.0,0.5
387,SHAFT,,193.5,0.5
388,DURING,,194.0,0.5
389,THE,,194.5,0.5
390,WINTER,,195.0,0.5
391,S,,195.5,0.5
392,[14],,196.0,0.5
393,I,,196.5,0.5
394,HAD,,197.0,0.5
395,FELT,,197.5,0.5
396,THE,,198.0,0.5
397,DRAFT,,198.5,0.5
398,THEY,,199.0,0.5
399,WERE,,199.5,0.5
400,MAKING,,200.0,0.5
401,WHILE,,200.5,0.5
402,MOUNTING,,201.0,0.5
403,THE,,201.5,0.5
404,STAIRS,,202.0,0.5
405,S,,202.5,0.5
406,[15],,203.0,0.5
407,HE,,203.5,0.5
408,SENSED,,204.0,0.5
409,RATHER,,204.5,0.5
410,THAN,,205.0,0.5
411,HEARD,,205.5,0.5
412,THE,,206.0,0.5
413,GASP,,206.5,0.5
414,THAT,,207.0,0.5
415,SWEPT,,207.5,0.5
416,ACROSS,,208.0,0.5
417,THE,,208.5,0.5
418,AUDIENCE,,209.0,0.5
419,S,,209.5,0.5
420,[16],,210.0,0.5
421,GOTHIN,,210.5,0.5
422,WRO,,211.0,0.5
423,WOOKS,,211.5,0.5
424,WONGEN,,212.0,0.5
425,WAM,,212.5,0.5
426,ROSSING,,213.0,0.5
427,REE,,213.5,0.5
428,BEMS,,214.0,0.5
429,ET,,214.5,0.5
430,REE,,215.0,0.5
431,OGGEY,,215.5,0.5
432,GOKE,,216.0,0.5
433,N,,216.5,0.5
434,[17],,217.0,0.5
435,HU,,217.5,0.5
436,BERIEW,,218.0,0.5
437,EN,,218.5,0.5
438,ROXING,,219.0,0.5
439,ENWRORING,,219.5,0.5
440,CLOUSSES,,220.0,0.5
441,OSE,,220.5,0.5
442,HU,,221.0,0.5
443,MOMP,,221.5,0.5
444,O,,222.0,0.5
445,CREOT,,222.5,0.5
446,PORY,,223.0,0.5
447,N,,223.5,0.5
448,[18],,224.0,0.5
449,DE,,224.5,0.5
450,BOUSED,,225.0,0.5
451,HUS,,225.5,0.5
452,REGONDS,,226.0,0.5
453,OSE,,226.5,0.5
454,PLOWLS,,227.0,0.5
455,FREM,,227.5,0.5
456,EN,,228.0,0.5
457,OOR,,228.5,0.5
458,SCHOATS,,229.0,0.5
459,OSE,,229.5,0.5
460,AMILERSITIES,,230.0,0.5
461,N,,230.5,0.5
462,[16],,231.0,0.5
463,THEY,,231.5,0.5
464,PASSED,,232.0,0.5
465,RANCHES,,232.5,0.5
466,THAT,,233.0,0.5
467,WERE,,233.5,0.5
468,FRAMED,,234.0,0.5
469,DARK,,234.5,0.5
470,GRAY,,235.0,0.5
471,AGAINST,,235.5,0.5
472,THE,,236.0,0.5
473,BLACK,,236.5,0.5
474,HILLS,,237.0,0.5
475,S,,237.5,0.5
476,[17],,238.0,0.5
477,WHITE,,238.5,0.5
478,PEPPER,,239.0,0.5
479,IS,,239.5,0.5
480,THE,,240.0,0.5
481,GROUND,,240.5,0.5
482,SEED,,241.0,0.5
483,OF,,241.5,0.5
484,THE,,242.0,0.5
485,COMMON,,242.5,0.5
486,BLACK,,243.0,0.5
487,PEPPER,,243.5,0.5
488,FRUIT,,244.0,0.5
489,S,,244.5,0.5
490,[18],,245.0,0.5
491,LINDA,,245.5,0.5
492,QUIETLY,,246.0,0.5
493,GOT,,246.5,0.5
494,A,,247.0,0.5
495,BROOM,,247.5,0.5
496,AND,,248.0,0.5
497,STARTED,,248.5,0.5
498,TO,,249.0,0.5
499,SWEEP,,249.5,0.5
500,UP,,250.0,0.5
501,THE,,250.5,0.5
502,SUGAR,,251.0,0.5
503,S,,251.5,0.5
504,[19],,252.0,0.5
505,ON,,252.5,0.5
506,THE,,253.0,0.5
507,WAY,,253.5,0.5
508,HE,,254.0,0.5
509,STOPPED,,254.5,0.5
510,AT,,255.0,0.5
511,THE,,255.5,0.5
512,DESK,,256.0,0.5
513,TO,,256.5,0.5
514,RECEIVE,,257.0,0.5
515,HIS,,257.5,0.5
516,MAIL,,258.0,0.5
517,S,,258.5,0.5
518,[20],,259.0,0.5
519,THIS,,259.5,0.5
520,WAS,,260.0,0.5
521,DONE,,260.5,0.5
522,WITH,,261.0,0.5
523,FULL,,261.5,0.5
524,KNOWLEDGE,,262.0,0.5
525,THAT,,262.5,0.5
526,THERE,,263.0,0.5
527,WOULD,,263.5,0.5
528,BE,,264.0,0.5
529,NO,,264.5,0.5
530,EPIDEMIC,,265.0,0.5
531,S,,265.5,0.5
532,[21],,266.0,0.5
533,ALFRED,,266.5,0.5
534,WALKED,,267.0,0.5
535,PAST,,267.5,0.5
536,HIM,,268.0,0.5
537,WITHOUT,,268.5,0.5
538,A,,269.0,0.5
539,WORD,,269.5,0.5
540,AND,,270.0,0.5
541,GOT,,270.5,0.5
542,INTO,,271.0,0.5
543,THE,,271.5,0.5
544,CAR,,272.0,0.5
545,S,,272.5,0.5
546,[19],,273.0,0.5
547,REE,,273.5,0.5
548,WILLSTIELD,,274.0,0.5
549,WROSS,,274.5,0.5
550,OS,,275.0,0.5
551,FLOTTERFLOOK,,275.5,0.5
552,OSE,,276.0,0.5
553,CLEXIDROSS,,276.5,0.5
554,OS,,277.0,0.5
555,URTS,,277.5,0.5
556,EN,,278.0,0.5
557,REE,,278.5,0.5
558,BOGIN,,279.0,0.5
559,N,,279.5,0.5
560,[20],,280.0,0.5
561,STUBONT,,280.5,0.5
562,TEORERS,,281.0,0.5
563,BENON,,281.5,0.5
564,CLOCUDIC,,282.0,0.5
565,EFFONCE,,282.5,0.5
566,RO,,283.0,0.5
567,BEFURIOTE,,283.5,0.5
568,CLEODRE,,284.0,0.5
569,INCOPRITION,,284.5,0.5
570,PITEROL,,285.0,0.5
571,MORCED,,285.5,0.5
572,ADA,,286.0,0.5
573,N,,286.5,0.5
574,[21],,287.0,0.5
575,TOOD,,287.5,0.5
576,SOSIO,,288.0,0.5
577,DROLI,,288.5,0.5
578,HOR,,289.0,0.5
579,OTS,,289.5,0.5
580,OPE,,290.0,0.5
581,SPEVEOL,,290.5,0.5
582,DENENDS,,291.0,0.5
583,FROT,,291.5,0.5
584,COYLY,,292.0,0.5
585,NIED,,292.5,0.5
586,REIMPEDURANTER,,293.0,0.5
587,N,,293.5,0.5
588,[22],,294.0,0.5
589,REE,,294.5,0.5
590,POGOR,,295.0,0.5
591,OS,,295.5,0.5
592,FONKING,,296.0,0.5
593,OT,,296.5,0.5
594,OMEWOCK,,297.0,0.5
595,RO,,297.5,0.5
596,COMPOTHS,,298.0,0.5
597,OGIMMS,,298.5,0.5
598,HUS,,299.0,0.5
599,OPE,,299.5,0.5
600,REGOND,,300.0,0.5
601,N,,300.5,0.5
602,[23],,301.0,0.5
603,NIR,,301.5,0.5
604,SETHER,,302.0,0.5
605,OLPO,,302.5,0.5
606,WAM,,303.0,0.5
607,O,,303.5,0.5
608,PITSON,,304.0,0.5
609,OY,,304.5,0.5
610,MIMORIOR,,305.0,0.5
611,MOND,,305.5,0.5
612,OSE,,306.0,0.5
613,CLOOD,,306.5,0.5
614,UNCEREVES,,307.0,0.5
615,N,,307.5,0.5
616,[24],,308.0,0.5
617,REE,,308.5,0.5
618,UNTERS,,309.0,0.5
619,LIPETISE,,309.5,0.5
620,HUD,,310.0,0.5
621,HIRMEN,,310.5,0.5
622,THULPELVES,,311.0,0.5
623,EN,,311.5,0.5
624,REE,,312.0,0.5
625,GROMP,,312.5,0.5
626,OSE,,313.0,0.5
627,REE,,313.5,0.5
628,BRUBS,,314.0,0.5
629,N,,314.5,0.5
630,[22],,315.0,0.5
631,IT,,315.5,0.5
632,WAS,,316.0,0.5
633,THE,,316.5,0.5
634,NIGHT,,317.0,0.5
635,CLAYTON,,317.5,0.5
636,HAD,,318.0,0.5
637,TRICKED,,318.5,0.5
638,THEM,,319.0,0.5
639,IN,,319.5,0.5
640,THE,,320.0,0.5
641,POKER,,320.5,0.5
642,GAME,,321.0,0.5
643,S,,321.5,0.5
644,[23],,322.0,0.5
645,SHE,,322.5,0.5
646,WAS,,323.0,0.5
647,FOUND,,323.5,0.5
648,THE,,324.0,0.5
649,DAY,,324.5,0.5
650,AFTER,,325.0,0.5
651,AT,,325.5,0.5
652,THE,,326.0,0.5
653,BOTTOM,,326.5,0.5
654,OF,,327.0,0.5
655,THE,,327.5,0.5
656,CLIFF,,328.0,0.5
657,S,,328.5,0.5
658,[24],,329.0,0.5
659,WIDE,,329.5,0.5
660,WINDOWS,,330.0,0.5
661,WITH,,330.5,0.5
662,MANY,,331.0,0.5
663,SMALL,,331.5,0.5
664,LEADED,,332.0,0.5
665,PANES,,332.5,0.5
666,SWEPT,,333.0,0.5
667,ACROSS,,333.5,0.5
668,THE,,334.0,0.5
669,UPPER,,334.5,0.5
670,STORIES,,335.0,0.5
671,S,,335.5,0.5
