,word,format,onset,duration
215,WAM,,107.5,0.5
216,OP,,108.0,0.5
217,ODMITORY,,108.5,0.5
218,ENEAUX,,109.0,0.5
219,HOULE,,109.5,0.5
220,OY,,110.0,0.5
221,REE,,110.5,0.5
222,GISTRY,,111.0,0.5
223,N,,111.5,0.5
224,[8],,112.0,0.5
225,CHE,,112.5,0.5
226,ENVENIELLED,,113.0,0.5
227,NOVE,,113.5,0.5
228,OY,,114.0,0.5
229,REE,,114.5,0.5
230,SUSLANSE,,115.0,0.5
231,OY,,115.5,0.5
232,SOTH,,116.0,0.5
233,POOM,,116.5,0.5
234,STRINKER,,117.0,0.5
235,MOLLING,,117.5,0.5
236,ANCYGRACOKIAS,,118.0,0.5
237,N,,118.5,0.5
238,[9],,119.0,0.5
239,QUOTHER,,119.5,0.5
240,HU,,120.0,0.5
241,SABS,,120.5,0.5
242,WOLL,,121.0,0.5
243,OM,,121.5,0.5
244,COYLY,,122.0,0.5
245,HUD,,122.5,0.5
246,NENTING,,123.0,0.5
247,RO,,123.5,0.5
248,FE,,124.0,0.5
249,PITH,,124.5,0.5
250,OT,,125.0,0.5
251,N,,125.5,0.5
252,[10],,126.0,0.5
253,THE,,126.5,0.5
254,TRIAL,,127.0,0.5
255,HAD,,127.5,0.5
256,PACKED,,128.0,0.5
257,THE,,128.5,0.5
258,LARGE,,129.0,0.5
259,COURTROOM,,129.5,0.5
260,FOR,,130.0,0.5
261,MORE,,130.5,0.5
262,THAN,,131.0,0.5
263,A,,131.5,0.5
264,WEEK,,132.0,0.5
265,S,,132.5,0.5
266,[11],,133.0,0.5
267,BENSON,,133.5,0.5
268,GRINNED,,134.0,0.5
269,AND,,134.5,0.5
270,FLIPPED,,135.0,0.5
271,A,,135.5,0.5
272,ROCK,,136.0,0.5
273,WITH,,136.5,0.5
274,HIS,,137.0,0.5
275,THUMB,,137.5,0.5
276,LIKE,,138.0,0.5
277,A,,138.5,0.5
278,MARBLE,,139.0,0.5
279,S,,139.5,0.5
280,[12],,140.0,0.5
281,THERE,,140.5,0.5
282,WAS,,141.0,0.5
283,SOMETHING,,141.5,0.5
284,MAIMED,,142.0,0.5
285,AND,,142.5,0.5
286,CRAZY,,143.0,0.5
287,ABOUT,,143.5,0.5
288,ITS,,144.0,0.5
289,MOTION,,144.5,0.5
290,THAT,,145.0,0.5
291,DISTURBED,,145.5,0.5
292,THEM,,146.0,0.5
293,S,,146.5,0.5
294,[10],,147.0,0.5
295,HU,,147.5,0.5
296,WEWS,,148.0,0.5
297,RO,,148.5,0.5
298,REE,,149.0,0.5
299,SNONT,,149.5,0.5
300,WOOR,,150.0,0.5
301,OSE,,150.5,0.5
302,OBONED,,151.0,0.5
303,OT,,151.5,0.5
304,OSE,,152.0,0.5
305,LOAKED,,152.5,0.5
306,EN,,153.0,0.5
307,N,,153.5,0.5
308,[11],,154.0,0.5
309,HU,,154.5,0.5
310,CAINTS,,155.0,0.5
311,NIR,,155.5,0.5
312,CY,,156.0,0.5
313,OP,,156.5,0.5
314,ORL,,157.0,0.5
315,OSE,,157.5,0.5
316,HELVED,,158.0,0.5
317,NIR,,158.5,0.5
318,INNI,,159.0,0.5
319,REE,,159.5,0.5
320,LENCHEN,,160.0,0.5
321,N,,160.5,0.5
322,[12],,161.0,0.5
323,HU,,161.5,0.5
324,TORD,,162.0,0.5
325,HIMRALF,,162.5,0.5
326,HU,,163.0,0.5
327,HUD,,163.5,0.5
328,NUDER,,164.0,0.5
329,SEAN,,164.5,0.5
330,WRO,,165.0,0.5
331,DOOPLE,,165.5,0.5
332,EET,,166.0,0.5
333,SU,,166.5,0.5
334,MUME,,167.0,0.5
335,N,,167.5,0.5
336,[13],,168.0,0.5
337,MIMP,,168.5,0.5
338,SNOTCHED,,169.0,0.5
339,O,,169.5,0.5
340,PUNTOL,,170.0,0.5
341,TROR,,170.5,0.5
342,REE,,171.0,0.5
343,HEAN,,171.5,0.5
344,OY,,172.0,0.5
345,FLITTERED,,172.5,0.5
346,BOURY,,173.0,0.5
347,OSE,,173.5,0.5
348,DIRED,,174.0,0.5
349,N,,174.5,0.5
350,[14],,175.0,0.5
351,RUD,,175.5,0.5
352,GABS,,176.0,0.5
353,NIR,,176.5,0.5
354,O,,177.0,0.5
355,WOSK,,177.5,0.5
356,DIT,,178.0,0.5
357,OD,,178.5,0.5
358,REE,,179.0,0.5
359,SHEALPER,,179.5,0.5
360,LEFOSE,,180.0,0.5
361,HU,,180.5,0.5
362,RETWEED,,181.0,0.5
363,N,,181.5,0.5
364,[15],,182.0,0.5
365,HU,,182.5,0.5
366,GOL,,183.0,0.5
367,O,,183.5,0.5
368,WROLL,,184.0,0.5
369,FIMS,,184.5,0.5
370,PRORTED,,185.0,0.5
371,OSE,,185.5,0.5
372,DUT,,186.0,0.5
373,OD,,186.5,0.5
374,BABIN,,187.0,0.5
375,OSE,,187.5,0.5
376,COCTEE,,188.0,0.5
377,N,,188.5,0.5
378,[13],,189.0,0.5
379,HE,,189.5,0.5
380,SPENT,,190.0,0.5
381,LONG,,190.5,0.5
382,HOURS,,191.0,0.5
383,BEFORE,,191.5,0.5
384,THE,,192.0,0.5
385,TV,,192.5,0.5
386,SPITTING,,193.0,0.5
387,OUT,,193.5,0.5
388,PROMISES,,194.0,0.5
389,OF,,194.5,0.5
390,REVENGE,,195.0,0.5
391,S,,195.5,0.5
392,[14],,196.0,0.5
393,HE,,196.5,0.5
394,LOOKED,,197.0,0.5
395,FOR,,197.5,0.5
396,THE,,198.0,0.5
397,SOURCE,,198.5,0.5
398,OF,,199.0,0.5
399,THE,,199.5,0.5
400,NOISE,,200.0,0.5
401,THAT,,200.5,0.5
402,HAD,,201.0,0.5
403,AWAKENED,,201.5,0.5
404,HIM,,202.0,0.5
405,S,,202.5,0.5
406,[15],,203.0,0.5
407,THIS,,203.5,0.5
408,EXPANSION,,204.0,0.5
409,HAS,,204.5,0.5
410,BEEN,,205.0,0.5
411,GOING,,205.5,0.5
412,ON,,206.0,0.5
413,FOR,,206.5,0.5
414,AN,,207.0,0.5
415,ESTIMATED,,207.5,0.5
416,EIGHT,,208.0,0.5
417,BILLION,,208.5,0.5
418,YEARS,,209.0,0.5
419,S,,209.5,0.5
420,[16],,210.0,0.5
421,REMOY,,210.5,0.5
422,SAR,,211.0,0.5
423,PONLIGHT,,211.5,0.5
424,TEECH,,212.0,0.5
425,REE,,212.5,0.5
426,BIRLY,,213.0,0.5
427,BLOIFS,,213.5,0.5
428,HAITS,,214.0,0.5
429,OD,,214.5,0.5
430,REE,,215.0,0.5
431,BRORN,,215.5,0.5
432,SMIN,,216.0,0.5
433,N,,216.5,0.5
434,[17],,217.0,0.5
435,REE,,217.5,0.5
436,MARENT,,218.0,0.5
437,COMBANCED,,218.5,0.5
438,RO,,219.0,0.5
439,WOOP,,219.5,0.5
440,OSE,,220.0,0.5
441,OT,,220.5,0.5
442,BLATCHED,,221.0,0.5
443,REE,,221.5,0.5
444,SELPS,,222.0,0.5
445,OY,,222.5,0.5
446,ENHEPMENT,,223.0,0.5
447,N,,223.5,0.5
448,[18],,224.0,0.5
449,THUN,,224.5,0.5
450,HU,,225.0,0.5
451,ASSINIGNED,,225.5,0.5
452,DATSUO,,226.0,0.5
453,CY,,226.5,0.5
454,PESTING,,227.0,0.5
455,OSE,,227.5,0.5
456,CLIGGING,,228.0,0.5
457,HIMRALF,,228.5,0.5
458,UNTAT,,229.0,0.5
459,HU,,229.5,0.5
460,SUT,,230.0,0.5
461,N,,230.5,0.5
462,[16],,231.0,0.5
463,HER,,231.5,0.5
464,FACE,,232.0,0.5
465,SEEMED,,232.5,0.5
466,TO,,233.0,0.5
467,FLOAT,,233.5,0.5
468,IN,,234.0,0.5
469,AN,,234.5,0.5
470,IMPLAUSIBLY,,235.0,0.5
471,BRIGHT,,235.5,0.5
472,SHAFT,,236.0,0.5
473,OF,,236.5,0.5
474,SUNLIGHT,,237.0,0.5
475,S,,237.5,0.5
476,[17],,238.0,0.5
477,THE,,238.5,0.5
478,SIZE,,239.0,0.5
479,OF,,239.5,0.5
480,WOODEN,,240.0,0.5
481,MOLD,,240.5,0.5
482,WILL,,241.0,0.5
483,DETERMINE,,241.5,0.5
484,THE,,242.0,0.5
485,AMOUNT,,242.5,0.5
486,OF,,243.0,0.5
487,CLAY,,243.5,0.5
488,NEEDED,,244.0,0.5
489,S,,244.5,0.5
490,[18],,245.0,0.5
491,I,,245.5,0.5
492,TOOK,,246.0,0.5
493,THE,,246.5,0.5
494,PAIL,,247.0,0.5
495,AND,,247.5,0.5
496,SHOVEL,,248.0,0.5
497,AND,,248.5,0.5
498,WENT,,249.0,0.5
499,OUT,,249.5,0.5
500,ON,,250.0,0.5
501,THE,,250.5,0.5
502,PORCH,,251.0,0.5
503,S,,251.5,0.5
504,[19],,252.0,0.5
505,WAR,,252.5,0.5
506,IS,,253.0,0.5
507,THE,,253.5,0.5
508,RESULT,,254.0,0.5
509,OF,,254.5,0.5
510,MISTRUST,,255.0,0.5
511,AND,,255.5,0.5
512,LACK,,256.0,0.5
513,OF,,256.5,0.5
514,UNDERSTANDING,,257.0,0.5
515,BETWEEN,,257.5,0.5
516,PEOPLE,,258.0,0.5
517,S,,258.5,0.5
518,[20],,259.0,0.5
519,CRANSTON,,259.5,0.5
520,RESIDENTS,,260.0,0.5
521,HAVE,,260.5,0.5
522,BEEN,,261.0,0.5
523,GENEROUS,,261.5,0.5
524,CONTRIBUTORS,,262.0,0.5
525,TO,,262.5,0.5
526,THE,,263.0,0.5
527,FUND,,263.5,0.5
528,OVER,,264.0,0.5
529,THE,,264.5,0.5
530,YEARS,,265.0,0.5
531,S,,265.5,0.5
532,[21],,266.0,0.5
533,FRANCESCA,,266.5,0.5
534,AND,,267.0,0.5
535,HERBERT,,267.5,0.5
536,WERE,,268.0,0.5
537,AMONG,,268.5,0.5
538,THE,,269.0,0.5
539,FEW,,269.5,0.5
540,PEOPLE,,270.0,0.5
541,WE,,270.5,0.5
542,KNEW,,271.0,0.5
543,IN,,271.5,0.5
544,CATALONIA,,272.0,0.5
545,S,,272.5,0.5
546,[19],,273.0,0.5
547,E,,273.5,0.5
548,SAR,,274.0,0.5
549,HOM,,274.5,0.5
550,MYBOLF,,275.0,0.5
551,OSE,,275.5,0.5
552,OT,,276.0,0.5
553,WAM,,276.5,0.5
554,WONE,,277.0,0.5
555,AULER,,277.5,0.5
556,CONCATLATION,,278.0,0.5
557,PITH,,278.5,0.5
558,CRIMWOLL,,279.0,0.5
559,N,,279.5,0.5
560,[20],,280.0,0.5
561,RO,,280.5,0.5
562,HABS,,281.0,0.5
563,SORNNAY,,281.5,0.5
564,FROT,,282.0,0.5
565,LOND,,282.5,0.5
566,LEFORNED,,283.0,0.5
567,WAM,,283.5,0.5
568,QUAT,,284.0,0.5
569,HU,,284.5,0.5
570,HUD,,285.0,0.5
571,LINCE,,285.5,0.5
572,FOM,,286.0,0.5
573,N,,286.5,0.5
574,[21],,287.0,0.5
575,LUT,,287.5,0.5
576,OT,,288.0,0.5
577,WAM,,288.5,0.5
578,SUME,,289.0,0.5
579,O,,289.5,0.5
580,NILT,,290.0,0.5
581,PROUGHT,,290.5,0.5
582,FROT,,291.0,0.5
583,HU,,291.5,0.5
584,GEDDED,,292.0,0.5
585,HUS,,292.5,0.5
586,HEAM,,293.0,0.5
587,N,,293.5,0.5
588,[22],,294.0,0.5
589,ADYTHE,,294.5,0.5
590,MUTTLED,,295.0,0.5
591,DOIL,,295.5,0.5
592,RO,,296.0,0.5
593,BEMIME,,296.5,0.5
594,O,,297.0,0.5
595,SOVEAL,,297.5,0.5
596,MYME,,298.0,0.5
597,OSE,,298.5,0.5
598,O,,299.0,0.5
599,FERMIBLE,,299.5,0.5
600,EXAYBRA,,300.0,0.5
601,N,,300.5,0.5
602,[23],,301.0,0.5
603,AIRE,,301.5,0.5
604,WILDED,,302.0,0.5
605,UNTAT,,302.5,0.5
606,REE,,303.0,0.5
607,WOOR,,303.5,0.5
608,HUD,,304.0,0.5
609,SLANNED,,304.5,0.5
610,OSE,,305.0,0.5
611,PUCKED,,305.5,0.5
612,UD,,306.0,0.5
613,REE,,306.5,0.5
614,COCTIEPOT,,307.0,0.5
615,N,,307.5,0.5
616,[24],,308.0,0.5
617,REE,,308.5,0.5
618,EFFAKE,,309.0,0.5
619,OD,,309.5,0.5
620,REE,,310.0,0.5
621,INTESCELLEALS,,310.5,0.5
622,OBUNG,,311.0,0.5
623,HUS,,311.5,0.5
624,ORIENCE,,312.0,0.5
625,MAK,,312.5,0.5
626,WOLL,,313.0,0.5
627,NE,,313.5,0.5
628,IRAGENED,,314.0,0.5
629,N,,314.5,0.5
630,[22],,315.0,0.5
631,DOC,,315.5,0.5
632,ABEL,,316.0,0.5
633,WAS,,316.5,0.5
634,BUSY,,317.0,0.5
635,UP,,317.5,0.5
636,FRONT,,318.0,0.5
637,WITH,,318.5,0.5
638,SOME,,319.0,0.5
639,OF,,319.5,0.5
640,HIS,,320.0,0.5
641,LIVE,,320.5,0.5
642,PATIENTS,,321.0,0.5
643,S,,321.5,0.5
644,[23],,322.0,0.5
645,SOME,,322.5,0.5
646,PEOPLE,,323.0,0.5
647,CAN,,323.5,0.5
648,CARVE,,324.0,0.5
649,ALMOST,,324.5,0.5
650,ANYTHING,,325.0,0.5
651,OUT,,325.5,0.5
652,OF,,326.0,0.5
653,A,,326.5,0.5
654,PIECE,,327.0,0.5
655,OF,,327.5,0.5
656,WOOD,,328.0,0.5
657,S,,328.5,0.5
658,[24],,329.0,0.5
659,HE,,329.5,0.5
660,DOES,,330.0,0.5
661,NOT,,330.5,0.5
662,SEEM,,331.0,0.5
663,TO,,331.5,0.5
664,HAVE,,332.0,0.5
665,CAUGHT,,332.5,0.5
666,THE,,333.0,0.5
667,SUBTLETIES,,333.5,0.5
668,OF,,334.0,0.5
669,THE,,334.5,0.5
670,MAN,,335.0,0.5
671,S,,335.5,0.5
